Attribute,Commodity,CommodityType,Units,YearType,Year,Value
Feed & residual,Sorghum,Crops,Million bushels,Market year,2020/21,90
Feed & residual,Sorghum,Crops,Million bushels,Market year,2021/22,95
Feed & residual,Sorghum,Crops,Million bushels,Market year,2022/23,90
Feed & residual,Sorghum,Crops,Million bushels,Market year,2023/24,95
Feed & residual,Sorghum,Crops,Million bushels,Market year,2024/25,90
Feed & residual,Sorghum,Crops,Million bushels,Market year,2025/26,100
Feed & residual,Sorghum,Crops,Million bushels,Market year,2026/27,100
Feed & residual,Sorghum,Crops,Million bushels,Market year,2027/28,100
Feed & residual,Sorghum,Crops,Million bushels,Market year,2028/29,100
"Food, seed, & industrial",Sorghum,Crops,Million bushels,Market year,2017/18,59
"Food, seed, & industrial",Sorghum,Crops,Million bushels,Market year,2018/19,125
"Food, seed, & industrial",Sorghum,Crops,Million bushels,Market year,2019/20,100
"Food, seed, & industrial",Sorghum,Crops,Million bushels,Market year,2020/21,100
"Food, seed, & industrial",Sorghum,Crops,Million bushels,Market year,2021/22,100
"Food, seed, & industrial",Sorghum,Crops,Million bushels,Market year,2022/23,100
"Food, seed, & industrial",Sorghum,Crops,Million bushels,Market year,2023/24,100
"Food, seed, & industrial",Sorghum,Crops,Million bushels,Market year,2024/25,100
"Food, seed, & industrial",Sorghum,Crops,Million bushels,Market year,2025/26,100
"Food, seed, & industrial",Sorghum,Crops,Million bushels,Market year,2026/27,100
"Food, seed, & industrial",Sorghum,Crops,Million bushels,Market year,2027/28,100
"Food, seed, & industrial",Sorghum,Crops,Million bushels,Market year,2028/29,100
Harvested acres,Sorghum,Crops,Million acres,Market year,2017/18,5
Harvested acres,Sorghum,Crops,Million acres,Market year,2018/19,5.1
Harvested acres,Sorghum,Crops,Million acres,Market year,2019/20,5
Harvested acres,Sorghum,Crops,Million acres,Market year,2020/21,5
Harvested acres,Sorghum,Crops,Million acres,Market year,2021/22,5.1
Harvested acres,Sorghum,Crops,Million acres,Market year,2022/23,5.1
Harvested acres,Sorghum,Crops,Million acres,Market year,2023/24,5.1
Harvested acres,Sorghum,Crops,Million acres,Market year,2024/25,5.1
Harvested acres,Sorghum,Crops,Million acres,Market year,2025/26,5.2
Harvested acres,Sorghum,Crops,Million acres,Market year,2026/27,5.2
Harvested acres,Sorghum,Crops,Million acres,Market year,2027/28,5.2
Harvested acres,Sorghum,Crops,Million acres,Market year,2028/29,5.2
Imports,Sorghum,Crops,Million bushels,Market year,2017/18,2
Imports,Sorghum,Crops,Million bushels,Market year,2018/19,0
Imports,Sorghum,Crops,Million bushels,Market year,2019/20,0
Imports,Sorghum,Crops,Million bushels,Market year,2020/21,0
Imports,Sorghum,Crops,Million bushels,Market year,2021/22,0
Imports,Sorghum,Crops,Million bushels,Market year,2022/23,0
Imports,Sorghum,Crops,Million bushels,Market year,2023/24,0
Imports,Sorghum,Crops,Million bushels,Market year,2024/25,0
Imports,Sorghum,Crops,Million bushels,Market year,2025/26,0
Imports,Sorghum,Crops,Million bushels,Market year,2026/27,0
Imports,Sorghum,Crops,Million bushels,Market year,2027/28,0
Imports,Sorghum,Crops,Million bushels,Market year,2028/29,0
Loan rate,Sorghum,Crops,Dollars per bushel,Market year,2017/18,1.95
Loan rate,Sorghum,Crops,Dollars per bushel,Market year,2018/19,1.95
Loan rate,Sorghum,Crops,Dollars per bushel,Market year,2019/20,1.95
Loan rate,Sorghum,Crops,Dollars per bushel,Market year,2020/21,1.95
Loan rate,Sorghum,Crops,Dollars per bushel,Market year,2021/22,1.95
Loan rate,Sorghum,Crops,Dollars per bushel,Market year,2022/23,1.95
Loan rate,Sorghum,Crops,Dollars per bushel,Market year,2023/24,1.95
Loan rate,Sorghum,Crops,Dollars per bushel,Market year,2024/25,1.95
Loan rate,Sorghum,Crops,Dollars per bushel,Market year,2025/26,1.95
Loan rate,Sorghum,Crops,Dollars per bushel,Market year,2026/27,1.95
Loan rate,Sorghum,Crops,Dollars per bushel,Market year,2027/28,1.95
Loan rate,Sorghum,Crops,Dollars per bushel,Market year,2028/29,1.95
Planted acres,Sorghum,Crops,Million acres,Market year,2017/18,5.6
Planted acres,Sorghum,Crops,Million acres,Market year,2018/19,5.8
Planted acres,Sorghum,Crops,Million acres,Market year,2019/20,5.6
Planted acres,Sorghum,Crops,Million acres,Market year,2020/21,5.6
Planted acres,Sorghum,Crops,Million acres,Market year,2021/22,5.7
Planted acres,Sorghum,Crops,Million acres,Market year,2022/23,5.7
Planted acres,Sorghum,Crops,Million acres,Market year,2023/24,5.7
Planted acres,Sorghum,Crops,Million acres,Market year,2024/25,5.7
Planted acres,Sorghum,Crops,Million acres,Market year,2025/26,5.8
Planted acres,Sorghum,Crops,Million acres,Market year,2026/27,5.8
Planted acres,Sorghum,Crops,Million acres,Market year,2027/28,5.8
Planted acres,Sorghum,Crops,Million acres,Market year,2028/29,5.8
Production,Sorghum,Crops,Million bushels,Market year,2017/18,364
Production,Sorghum,Crops,Million bushels,Market year,2018/19,382
Production,Sorghum,Crops,Million bushels,Market year,2019/20,337
Production,Sorghum,Crops,Million bushels,Market year,2020/21,337
Production,Sorghum,Crops,Million bushels,Market year,2021/22,343
Production,Sorghum,Crops,Million bushels,Market year,2022/23,343
Production,Sorghum,Crops,Million bushels,Market year,2023/24,343
Production,Sorghum,Crops,Million bushels,Market year,2024/25,343
Production,Sorghum,Crops,Million bushels,Market year,2025/26,350
Production,Sorghum,Crops,Million bushels,Market year,2026/27,350
Production,Sorghum,Crops,Million bushels,Market year,2027/28,350
Production,Sorghum,Crops,Million bushels,Market year,2028/29,350
Returns over variable costs (net returns),Sorghum,Crops,Dollars per acre,Market year,2017/18,106
Returns over variable costs (net returns),Sorghum,Crops,Dollars per acre,Market year,2018/19,118
Returns over variable costs (net returns),Sorghum,Crops,Dollars per acre,Market year,2019/20,115
Returns over variable costs (net returns),Sorghum,Crops,Dollars per acre,Market year,2020/21,117
Returns over variable costs (net returns),Sorghum,Crops,Dollars per acre,Market year,2021/22,119
Returns over variable costs (net returns),Sorghum,Crops,Dollars per acre,Market year,2022/23,123
Returns over variable costs (net returns),Sorghum,Crops,Dollars per acre,Market year,2023/24,111
Returns over variable costs (net returns),Sorghum,Crops,Dollars per acre,Market year,2024/25,99
Returns over variable costs (net returns),Sorghum,Crops,Dollars per acre,Market year,2025/26,94
Returns over variable costs (net returns),Sorghum,Crops,Dollars per acre,Market year,2026/27,86
Returns over variable costs (net returns),Sorghum,Crops,Dollars per acre,Market year,2027/28,84
Returns over variable costs (net returns),Sorghum,Crops,Dollars per acre,Market year,2028/29,83
"Stocks/use ratio, percent",Sorghum,Crops,Percent,Market year,2017/18,9.6
"Stocks/use ratio, percent",Sorghum,Crops,Percent,Market year,2018/19,9.7
"Stocks/use ratio, percent",Sorghum,Crops,Percent,Market year,2019/20,8.4
"Stocks/use ratio, percent",Sorghum,Crops,Percent,Market year,2020/21,7.6
"Stocks/use ratio, percent",Sorghum,Crops,Percent,Market year,2021/22,7
"Stocks/use ratio, percent",Sorghum,Crops,Percent,Market year,2022/23,7.9
"Stocks/use ratio, percent",Sorghum,Crops,Percent,Market year,2023/24,7.2
"Stocks/use ratio, percent",Sorghum,Crops,Percent,Market year,2024/25,8.2
"Stocks/use ratio, percent",Sorghum,Crops,Percent,Market year,2025/26,8
"Stocks/use ratio, percent",Sorghum,Crops,Percent,Market year,2026/27,8
"Stocks/use ratio, percent",Sorghum,Crops,Percent,Market year,2027/28,8
"Stocks/use ratio, percent",Sorghum,Crops,Percent,Market year,2028/29,8
Supply total,Sorghum,Crops,Million bushels,Market year,2017/18,399
Supply total,Sorghum,Crops,Million bushels,Market year,2018/19,417
Supply total,Sorghum,Crops,Million bushels,Market year,2019/20,374
Supply total,Sorghum,Crops,Million bushels,Market year,2020/21,366
Supply total,Sorghum,Crops,Million bushels,Market year,2021/22,369
Supply total,Sorghum,Crops,Million bushels,Market year,2022/23,367
Supply total,Sorghum,Crops,Million bushels,Market year,2023/24,370
Supply total,Sorghum,Crops,Million bushels,Market year,2024/25,368
Supply total,Sorghum,Crops,Million bushels,Market year,2025/26,378
Supply total,Sorghum,Crops,Million bushels,Market year,2026/27,378
Supply total,Sorghum,Crops,Million bushels,Market year,2027/28,378
Supply total,Sorghum,Crops,Million bushels,Market year,2028/29,378
Total use/disposition,Sorghum,Crops,Million bushels,Market year,2017/18,364
Total use/disposition,Sorghum,Crops,Million bushels,Market year,2018/19,380
Total use/disposition,Sorghum,Crops,Million bushels,Market year,2019/20,345
Total use/disposition,Sorghum,Crops,Million bushels,Market year,2020/21,340
Total use/disposition,Sorghum,Crops,Million bushels,Market year,2021/22,345
Total use/disposition,Sorghum,Crops,Million bushels,Market year,2022/23,340
Total use/disposition,Sorghum,Crops,Million bushels,Market year,2023/24,345
Total use/disposition,Sorghum,Crops,Million bushels,Market year,2024/25,340
Total use/disposition,Sorghum,Crops,Million bushels,Market year,2025/26,350
Total use/disposition,Sorghum,Crops,Million bushels,Market year,2026/27,350
Total use/disposition,Sorghum,Crops,Million bushels,Market year,2027/28,350
Total use/disposition,Sorghum,Crops,Million bushels,Market year,2028/29,350
Variable cost of production (per acre),Sorghum,Crops,Dollars,Market year,2017/18,127
Variable cost of production (per acre),Sorghum,Crops,Dollars,Market year,2018/19,129
Variable cost of production (per acre),Sorghum,Crops,Dollars,Market year,2019/20,131
Variable cost of production (per acre),Sorghum,Crops,Dollars,Market year,2020/21,132
Variable cost of production (per acre),Sorghum,Crops,Dollars,Market year,2021/22,134
Variable cost of production (per acre),Sorghum,Crops,Dollars,Market year,2022/23,136
Variable cost of production (per acre),Sorghum,Crops,Dollars,Market year,2023/24,138
Variable cost of production (per acre),Sorghum,Crops,Dollars,Market year,2024/25,140
Variable cost of production (per acre),Sorghum,Crops,Dollars,Market year,2025/26,141
Variable cost of production (per acre),Sorghum,Crops,Dollars,Market year,2026/27,143
Variable cost of production (per acre),Sorghum,Crops,Dollars,Market year,2027/28,144
Variable cost of production (per acre),Sorghum,Crops,Dollars,Market year,2028/29,146
Variable cost of production (per bushel),Sorghum,Crops,Dollars,Market year,2017/18,1.74
Variable cost of production (per bushel),Sorghum,Crops,Dollars,Market year,2018/19,1.72
Variable cost of production (per bushel),Sorghum,Crops,Dollars,Market year,2019/20,1.94
Variable cost of production (per bushel),Sorghum,Crops,Dollars,Market year,2020/21,1.96
Variable cost of production (per bushel),Sorghum,Crops,Dollars,Market year,2021/22,1.99
Variable cost of production (per bushel),Sorghum,Crops,Dollars,Market year,2022/23,2.02
Variable cost of production (per bushel),Sorghum,Crops,Dollars,Market year,2023/24,2.05
Variable cost of production (per bushel),Sorghum,Crops,Dollars,Market year,2024/25,2.08
Variable cost of production (per bushel),Sorghum,Crops,Dollars,Market year,2025/26,2.09
Variable cost of production (per bushel),Sorghum,Crops,Dollars,Market year,2026/27,2.12
Variable cost of production (per bushel),Sorghum,Crops,Dollars,Market year,2027/28,2.14
Variable cost of production (per bushel),Sorghum,Crops,Dollars,Market year,2028/29,2.17
Yield/harvested acre,Sorghum,Crops,Bushels per acre,Market year,2017/18,72.1
Yield/harvested acre,Sorghum,Crops,Bushels per acre,Market year,2018/19,75
Yield/harvested acre,Sorghum,Crops,Bushels per acre,Market year,2019/20,67.3
Yield/harvested acre,Sorghum,Crops,Bushels per acre,Market year,2020/21,67.3
Yield/harvested acre,Sorghum,Crops,Bushels per acre,Market year,2021/22,67.3
Yield/harvested acre,Sorghum,Crops,Bushels per acre,Market year,2022/23,67.3
Yield/harvested acre,Sorghum,Crops,Bushels per acre,Market year,2023/24,67.3
Yield/harvested acre,Sorghum,Crops,Bushels per acre,Market year,2024/25,67.3
Yield/harvested acre,Sorghum,Crops,Bushels per acre,Market year,2025/26,67.3
Yield/harvested acre,Sorghum,Crops,Bushels per acre,Market year,2026/27,67.3
Yield/harvested acre,Sorghum,Crops,Bushels per acre,Market year,2027/28,67.3
Yield/harvested acre,Sorghum,Crops,Bushels per acre,Market year,2028/29,67.3
Beginning stocks,Soybean meal,Crops,Thousand short tons,Market year,2017/18,401
Beginning stocks,Soybean meal,Crops,Thousand short tons,Market year,2018/19,400
Beginning stocks,Soybean meal,Crops,Thousand short tons,Market year,2019/20,400
Beginning stocks,Soybean meal,Crops,Thousand short tons,Market year,2020/21,300
Beginning stocks,Soybean meal,Crops,Thousand short tons,Market year,2021/22,300
Beginning stocks,Soybean meal,Crops,Thousand short tons,Market year,2022/23,300
Beginning stocks,Soybean meal,Crops,Thousand short tons,Market year,2023/24,300
Beginning stocks,Soybean meal,Crops,Thousand short tons,Market year,2024/25,300
Beginning stocks,Soybean meal,Crops,Thousand short tons,Market year,2025/26,300
Beginning stocks,Soybean meal,Crops,Thousand short tons,Market year,2026/27,300
Beginning stocks,Soybean meal,Crops,Thousand short tons,Market year,2027/28,300
Beginning stocks,Soybean meal,Crops,Thousand short tons,Market year,2028/29,300
Crushing yields,Soybean meal,Crops,Pounds per bushel,Market year,2017/18,47.34
Crushing yields,Soybean meal,Crops,Pounds per bushel,Market year,2018/19,47.3
Crushing yields,Soybean meal,Crops,Pounds per bushel,Market year,2019/20,47.5
Crushing yields,Soybean meal,Crops,Pounds per bushel,Market year,2020/21,47.5
Crushing yields,Soybean meal,Crops,Pounds per bushel,Market year,2021/22,47.5
Crushing yields,Soybean meal,Crops,Pounds per bushel,Market year,2022/23,47.5
Crushing yields,Soybean meal,Crops,Pounds per bushel,Market year,2023/24,47.5
Crushing yields,Soybean meal,Crops,Pounds per bushel,Market year,2024/25,47.5
Crushing yields,Soybean meal,Crops,Pounds per bushel,Market year,2025/26,47.5
Crushing yields,Soybean meal,Crops,Pounds per bushel,Market year,2026/27,47.5
Crushing yields,Soybean meal,Crops,Pounds per bushel,Market year,2027/28,47.5
Crushing yields,Soybean meal,Crops,Pounds per bushel,Market year,2028/29,47.5
Domestic,Soybean meal,Crops,Thousand short tons,Market year,2017/18,34800
Domestic,Soybean meal,Crops,Thousand short tons,Market year,2018/19,35800
Domestic,Soybean meal,Crops,Thousand short tons,Market year,2019/20,36200
Domestic,Soybean meal,Crops,Thousand short tons,Market year,2020/21,36650
Domestic,Soybean meal,Crops,Thousand short tons,Market year,2021/22,37100
Domestic,Soybean meal,Crops,Thousand short tons,Market year,2022/23,37600
Domestic,Soybean meal,Crops,Thousand short tons,Market year,2023/24,38100
Domestic,Soybean meal,Crops,Thousand short tons,Market year,2024/25,38600
Domestic,Soybean meal,Crops,Thousand short tons,Market year,2025/26,39100
Domestic,Soybean meal,Crops,Thousand short tons,Market year,2026/27,39600
Domestic,Soybean meal,Crops,Thousand short tons,Market year,2027/28,40100
Domestic,Soybean meal,Crops,Thousand short tons,Market year,2028/29,40600
Ending stocks,Soybean meal,Crops,Thousand short tons,Market year,2017/18,400
Ending stocks,Soybean meal,Crops,Thousand short tons,Market year,2018/19,400
Ending stocks,Soybean meal,Crops,Thousand short tons,Market year,2019/20,300
Ending stocks,Soybean meal,Crops,Thousand short tons,Market year,2020/21,300
Ending stocks,Soybean meal,Crops,Thousand short tons,Market year,2021/22,300
Ending stocks,Soybean meal,Crops,Thousand short tons,Market year,2022/23,300
Ending stocks,Soybean meal,Crops,Thousand short tons,Market year,2023/24,300
Ending stocks,Soybean meal,Crops,Thousand short tons,Market year,2024/25,300
Ending stocks,Soybean meal,Crops,Thousand short tons,Market year,2025/26,300
Ending stocks,Soybean meal,Crops,Thousand short tons,Market year,2026/27,300
Ending stocks,Soybean meal,Crops,Thousand short tons,Market year,2027/28,300
Ending stocks,Soybean meal,Crops,Thousand short tons,Market year,2028/29,300
Exports,Soybean meal,Crops,Thousand short tons,Market year,2017/18,14900
Exports,Soybean meal,Crops,Thousand short tons,Market year,2018/19,13500
Exports,Soybean meal,Crops,Thousand short tons,Market year,2019/20,13500
Exports,Soybean meal,Crops,Thousand short tons,Market year,2020/21,13500
Exports,Soybean meal,Crops,Thousand short tons,Market year,2021/22,13500
Exports,Soybean meal,Crops,Thousand short tons,Market year,2022/23,13500
Exports,Soybean meal,Crops,Thousand short tons,Market year,2023/24,13500
Exports,Soybean meal,Crops,Thousand short tons,Market year,2024/25,13700
Exports,Soybean meal,Crops,Thousand short tons,Market year,2025/26,13800
Exports,Soybean meal,Crops,Thousand short tons,Market year,2026/27,13900
Exports,Soybean meal,Crops,Thousand short tons,Market year,2027/28,13950
Exports,Soybean meal,Crops,Thousand short tons,Market year,2028/29,14000
Imports,Soybean meal,Crops,Thousand short tons,Market year,2017/18,500
Imports,Soybean meal,Crops,Thousand short tons,Market year,2018/19,350
Imports,Soybean meal,Crops,Thousand short tons,Market year,2019/20,300
Imports,Soybean meal,Crops,Thousand short tons,Market year,2020/21,300
Imports,Soybean meal,Crops,Thousand short tons,Market year,2021/22,300
Imports,Soybean meal,Crops,Thousand short tons,Market year,2022/23,300
Imports,Soybean meal,Crops,Thousand short tons,Market year,2023/24,300
Imports,Soybean meal,Crops,Thousand short tons,Market year,2024/25,300
Imports,Soybean meal,Crops,Thousand short tons,Market year,2025/26,300
Imports,Soybean meal,Crops,Thousand short tons,Market year,2026/27,300
Imports,Soybean meal,Crops,Thousand short tons,Market year,2027/28,300
Imports,Soybean meal,Crops,Thousand short tons,Market year,2028/29,300
Prices,Soybean meal,Crops,Dollars per short ton,Market year,2017/18,345
Prices,Soybean meal,Crops,Dollars per short ton,Market year,2018/19,310
Prices,Soybean meal,Crops,Dollars per short ton,Market year,2019/20,320
